Week,SKU,Product Name,Category,Unit Price,Units Sold
2024-03-04,C-020,Candles item 20,Candles,11.72,13
2024-03-11,C-020,Candles item 20,Candles,11.72,23
2024-03-18,C-020,Candles item 20,Candles,11.72,28
2024-03-25,C-020,Candles item 20,Candles,8.95,39
2024-04-01,C-020,Candles item 20,Candles,10.29,21
2024-04-08,C-020,Candles item 20,Candles,11.72,21
2024-04-15,C-020,Candles item 20,Candles,11.72,15
2024-04-22,C-020,Candles item 20,Candles,10.43,13
2024-04-29,C-020,Candles item 20,Candles,11.72,29
2024-05-06,C-020,Candles item 20,Candles,8.66,38
2024-05-13,C-020,Candles item 20,Candles,8.27,46
2024-05-20,C-020,Candles item 20,Candles,11.72,24
2024-05-27,C-020,Candles item 20,Candles,11.72,20
2024-06-03,C-020,Candles item 20,Candles,11.72,18
2024-06-10,C-020,Candles item 20,Candles,11.72,24
2024-06-17,C-020,Candles item 20,Candles,11.72,21
2024-06-24,C-020,Candles item 20,Candles,11.72,12
2024-07-01,C-020,Candles item 20,Candles,11.72,18
2024-07-08,C-020,Candles item 20,Candles,11.72,22
2024-07-15,C-020,Candles item 20,Candles,10.42,31
2024-07-22,C-020,Candles item 20,Candles,11.72,10
2024-07-29,C-020,Candles item 20,Candles,13.80,9
2024-08-05,C-020,Candles item 20,Candles,13.80,13
2024-08-12,C-020,Candles item 20,Candles,13.80,12
2024-08-19,C-020,Candles item 20,Candles,13.80,18
2024-08-26,C-020,Candles item 20,Candles,13.80,14
2024-09-02,C-020,Candles item 20,Candles,13.80,12
2024-09-09,C-020,Candles item 20,Candles,13.80,23
2024-09-16,C-020,Candles item 20,Candles,13.80,10
2024-09-23,C-020,Candles item 20,Candles,13.80,14
2024-09-30,C-020,Candles item 20,Candles,13.80,15
2024-10-07,C-020,Candles item 20,Candles,13.80,13
2024-10-14,C-020,Candles item 20,Candles,13.80,15
2024-10-21,C-020,Candles item 20,Candles,13.80,10
2024-10-28,C-020,Candles item 20,Candles,10.02,31
2024-11-04,C-020,Candles item 20,Candles,13.65,15
2024-11-11,C-020,Candles item 20,Candles,13.65,14
2024-11-18,C-020,Candles item 20,Candles,13.65,10
2024-11-25,C-020,Candles item 20,Candles,13.65,20
2024-12-02,C-020,Candles item 20,Candles,11.06,20
2024-12-09,C-020,Candles item 20,Candles,13.65,9
2024-12-16,C-020,Candles item 20,Candles,13.65,10
2024-12-23,C-020,Candles item 20,Candles,10.57,28
2024-01-01,C-021,Candles item 21,Candles,11.77,20
2024-01-08,C-021,Candles item 21,Candles,11.77,19
2024-01-15,C-021,Candles item 21,Candles,11.77,27
2024-01-22,C-021,Candles item 21,Candles,11.77,32
2024-01-29,C-021,Candles item 21,Candles,11.77,14
2024-02-05,C-021,Candles item 21,Candles,8.69,55
2024-02-12,C-021,Candles item 21,Candles,11.77,33
2024-02-19,C-021,Candles item 21,Candles,11.77,24
2024-02-26,C-021,Candles item 21,Candles,11.77,30
2024-03-04,C-021,Candles item 21,Candles,11.77,31
2024-03-11,C-021,Candles item 21,Candles,10.19,46
2024-03-18,C-021,Candles item 21,Candles,11.77,25
2024-03-25,C-021,Candles item 21,Candles,8.42,31
2024-04-01,C-021,Candles item 21,Candles,11.77,22
2024-04-08,C-021,Candles item 21,Candles,11.77,36
2024-04-15,C-021,Candles item 21,Candles,11.77,25
2024-04-22,C-021,Candles item 21,Candles,11.77,17
2024-04-29,C-021,Candles item 21,Candles,11.77,14
2024-05-06,C-021,Candles item 21,Candles,8.95,34
2024-05-13,C-021,Candles item 21,Candles,11.77,19
2024-05-20,C-021,Candles item 21,Candles,11.77,27
2024-05-27,C-021,Candles item 21,Candles,11.77,14
2024-06-03,C-021,Candles item 21,Candles,11.77,35
2024-06-10,C-021,Candles item 21,Candles,11.77,27
2024-06-17,C-021,Candles item 21,Candles,8.32,54
2024-06-24,C-021,Candles item 21,Candles,11.77,23
2024-07-01,C-021,Candles item 21,Candles,11.77,11
2024-07-08,C-021,Candles item 21,Candles,11.77,26
2024-07-15,C-021,Candles item 21,Candles,11.77,22
2024-07-22,C-021,Candles item 21,Candles,11.77,32
2024-07-29,C-021,Candles item 21,Candles,11.77,34
2024-08-05,C-021,Candles item 21,Candles,11.77,25
2024-08-12,C-021,Candles item 21,Candles,11.77,25
2024-08-19,C-021,Candles item 21,Candles,11.77,12
2024-08-26,C-021,Candles item 21,Candles,11.77,36
2024-09-02,C-021,Candles item 21,Candles,10.09,35
2024-09-09,C-021,Candles item 21,Candles,11.77,34
2024-09-16,C-021,Candles item 21,Candles,11.77,23
2024-09-23,C-021,Candles item 21,Candles,11.77,22
2024-09-30,C-021,Candles item 21,Candles,12.65,21
2024-10-07,C-021,Candles item 21,Candles,12.90,22
2024-10-14,C-021,Candles item 21,Candles,12.90,20
2024-10-21,C-021,Candles item 21,Candles,10.80,40
2024-10-28,C-021,Candles item 21,Candles,12.90,16
2024-11-04,C-021,Candles item 21,Candles,12.90,21
2024-11-11,C-021,Candles item 21,Candles,12.90,18
2024-11-18,C-021,Candles item 21,Candles,12.90,15
2024-11-25,C-021,Candles item 21,Candles,12.90,20
2024-12-02,C-021,Candles item 21,Candles,12.90,20
2024-12-09,C-021,Candles item 21,Candles,12.90,18
2024-12-16,C-021,Candles item 21,Candles,12.90,23
2024-12-23,C-021,Candles item 21,Candles,12.90,15
2024-01-01,C-022,Candles item 22,Candles,20.06,41
2024-01-08,C-022,Candles item 22,Candles,21.76,73
2024-01-15,C-022,Candles item 22,Candles,25.51,31
2024-01-22,C-022,Candles item 22,Candles,25.51,26
2024-01-29,C-022,Candles item 22,Candles,25.51,31
2024-02-05,C-022,Candles item 22,Candles,25.51,30
2024-02-12,C-022,Candles item 22,Candles,25.51,37
2024-02-19,C-022,Candles item 22,Candles,25.51,38
2024-02-26,C-022,Candles item 22,Candles,21.13,39
2024-03-04,C-022,Candles item 22,Candles,25.51,31
2024-03-11,C-022,Candles item 22,Candles,25.51,35
2024-03-18,C-022,Candles item 22,Candles,25.51,25
2024-03-25,C-022,Candles item 22,Candles,25.51,37
2024-04-01,C-022,Candles item 22,Candles,25.51,33
2024-04-08,C-022,Candles item 22,Candles,25.51,32
2024-04-15,C-022,Candles item 22,Candles,25.51,33
2024-04-22,C-022,Candles item 22,Candles,20.22,45
2024-04-29,C-022,Candles item 22,Candles,18.96,56
2024-05-06,C-022,Candles item 22,Candles,25.51,30
2024-05-13,C-022,Candles item 22,Candles,26.35,30
2024-05-20,C-022,Candles item 22,Candles,26.35,17
2024-05-27,C-022,Candles item 22,Candles,23.44,31
2024-06-03,C-022,Candles item 22,Candles,26.35,21
2024-06-10,C-022,Candles item 22,Candles,26.35,39
2024-06-17,C-022,Candles item 22,Candles,20.34,40
2024-06-24,C-022,Candles item 22,Candles,18.59,56
2024-07-01,C-022,Candles item 22,Candles,20.44,61
2024-07-08,C-022,Candles item 22,Candles,19.27,47
2024-07-15,C-022,Candles item 22,Candles,26.35,42
2024-07-22,C-022,Candles item 22,Candles,26.35,29
2024-07-29,C-022,Candles item 22,Candles,26.35,24
2024-08-05,C-022,Candles item 22,Candles,26.35,26
2024-08-12,C-022,Candles item 22,Candles,26.35,25
2024-08-19,C-022,Candles item 22,Candles,26.35,36
2024-08-26,C-022,Candles item 22,Candles,26.35,32
2024-09-02,C-022,Candles item 22,Candles,26.35,29
2024-09-09,C-022,Candles item 22,Candles,21.76,42
2024-09-16,C-022,Candles item 22,Candles,26.35,29
2024-09-23,C-022,Candles item 22,Candles,26.35,22
2024-09-30,C-022,Candles item 22,Candles,26.35,43
2024-10-07,C-022,Candles item 22,Candles,22.00,59
2024-10-14,C-022,Candles item 22,Candles,26.35,32
2024-10-21,C-022,Candles item 22,Candles,26.35,21
2024-10-28,C-022,Candles item 22,Candles,26.35,29
2024-11-04,C-022,Candles item 22,Candles,22.23,31
2024-11-11,C-022,Candles item 22,Candles,26.35,53
2024-11-18,C-022,Candles item 22,Candles,26.35,19
2024-11-25,C-022,Candles item 22,Candles,26.35,36
2024-12-02,C-022,Candles item 22,Candles,26.35,29
2024-12-09,C-022,Candles item 22,Candles,26.35,31
2024-12-16,C-022,Candles item 22,Candles,22.65,37
2024-12-23,C-022,Candles item 22,Candles,20.97,56
2024-01-01,M-001,Mugs item 1,Mugs,15.61,29
2024-01-08,M-001,Mugs item 1,Mugs,15.61,24
2024-01-15,M-001,Mugs item 1,Mugs,12.42,35
2024-01-22,M-001,Mugs item 1,Mugs,15.61,11
2024-01-29,M-001,Mugs item 1,Mugs,15.61,27
2024-02-05,M-001,Mugs item 1,Mugs,15.61,26
2024-02-12,M-001,Mugs item 1,Mugs,15.61,30
2024-02-19,M-001,Mugs item 1,Mugs,18.57,14
2024-02-26,M-001,Mugs item 1,Mugs,16.36,26
2024-03-04,M-001,Mugs item 1,Mugs,18.57,20
2024-03-11,M-001,Mugs item 1,Mugs,13.50,34
2024-03-18,M-001,Mugs item 1,Mugs,18.57,18
2024-03-25,M-001,Mugs item 1,Mugs,13.48,25
2024-04-01,M-001,Mugs item 1,Mugs,18.57,21
2024-04-08,M-001,Mugs item 1,Mugs,18.57,24
2024-04-15,M-001,Mugs item 1,Mugs,18.57,18
2024-04-22,M-001,Mugs item 1,Mugs,15.48,26
2024-04-29,M-001,Mugs item 1,Mugs,18.57,17
2024-05-06,M-001,Mugs item 1,Mugs,18.57,18
2024-05-13,M-001,Mugs item 1,Mugs,13.81,34
2024-05-20,M-001,Mugs item 1,Mugs,18.57,16
2024-05-27,M-001,Mugs item 1,Mugs,18.57,22
2024-06-03,M-001,Mugs item 1,Mugs,18.57,22
2024-06-10,M-001,Mugs item 1,Mugs,14.29,21
2024-06-17,M-001,Mugs item 1,Mugs,18.57,22
2024-06-24,M-001,Mugs item 1,Mugs,18.57,19
2024-07-01,M-001,Mugs item 1,Mugs,18.57,22
2024-07-08,M-001,Mugs item 1,Mugs,18.57,18
2024-07-15,M-001,Mugs item 1,Mugs,16.68,20
2024-07-22,M-001,Mugs item 1,Mugs,18.57,17
2024-07-29,M-001,Mugs item 1,Mugs,14.63,19
2024-08-05,M-001,Mugs item 1,Mugs,16.32,23
2024-08-12,M-001,Mugs item 1,Mugs,15.27,24
2024-08-19,M-001,Mugs item 1,Mugs,18.44,17
2024-08-26,M-001,Mugs item 1,Mugs,18.44,20
2024-09-02,M-001,Mugs item 1,Mugs,15.62,19
2024-09-09,M-001,Mugs item 1,Mugs,18.44,15
2024-09-16,M-001,Mugs item 1,Mugs,18.44,18
2024-09-23,M-001,Mugs item 1,Mugs,15.08,34
2024-09-30,M-001,Mugs item 1,Mugs,13.91,34
2024-10-07,M-001,Mugs item 1,Mugs,18.44,17
2024-10-14,M-001,Mugs item 1,Mugs,18.44,25
2024-10-21,M-001,Mugs item 1,Mugs,18.44,17
2024-10-28,M-001,Mugs item 1,Mugs,18.44,16
2024-11-04,M-001,Mugs item 1,Mugs,18.44,22
2024-11-11,M-001,Mugs item 1,Mugs,18.44,19
2024-11-18,M-001,Mugs item 1,Mugs,18.44,18
2024-11-25,M-001,Mugs item 1,Mugs,14.48,21
2024-12-02,M-001,Mugs item 1,Mugs,18.44,22
2024-12-09,M-001,Mugs item 1,Mugs,18.44,18
2024-12-16,M-001,Mugs item 1,Mugs,18.44,24
2024-12-23,M-001,Mugs item 1,Mugs,18.44,20
2024-01-01,M-002,Mugs item 2,Mugs,14.55,54
2024-01-08,M-002,Mugs item 2,Mugs,14.55,54
2024-01-15,M-002,Mugs item 2,Mugs,14.55,51
2024-01-22,M-002,Mugs item 2,Mugs,14.55,54
2024-01-29,M-002,Mugs item 2,Mugs,14.55,60
2024-02-05,M-002,Mugs item 2,Mugs,14.55,57
2024-02-12,M-002,Mugs item 2,Mugs,14.55,69
2024-02-19,M-002,Mugs item 2,Mugs,14.55,53
2024-02-26,M-002,Mugs item 2,Mugs,14.55,49
2024-03-04,M-002,Mugs item 2,Mugs,14.55,57
2024-03-11,M-002,Mugs item 2,Mugs,14.55,73
2024-03-18,M-002,Mugs item 2,Mugs,14.55,50
2024-03-25,M-002,Mugs item 2,Mugs,14.47,63
2024-04-01,M-002,Mugs item 2,Mugs,14.47,27
2024-04-08,M-002,Mugs item 2,Mugs,14.47,64
2024-04-15,M-002,Mugs item 2,Mugs,14.47,51
2024-04-22,M-002,Mugs item 2,Mugs,14.47,51
2024-04-29,M-002,Mugs item 2,Mugs,14.47,65
2024-05-06,M-002,Mugs item 2,Mugs,14.47,63
2024-05-13,M-002,Mugs item 2,Mugs,14.47,52
2024-05-20,M-002,Mugs item 2,Mugs,12.75,66
2024-05-27,M-002,Mugs item 2,Mugs,14.47,48
2024-06-03,M-002,Mugs item 2,Mugs,14.47,59
2024-06-10,M-002,Mugs item 2,Mugs,14.47,54
2024-06-17,M-002,Mugs item 2,Mugs,9.95,116
2024-06-24,M-002,Mugs item 2,Mugs,9.55,130
2024-07-01,M-002,Mugs item 2,Mugs,12.42,74
2024-07-08,M-002,Mugs item 2,Mugs,12.42,57
2024-07-15,M-002,Mugs item 2,Mugs,12.42,61
2024-07-22,M-002,Mugs item 2,Mugs,12.42,64
2024-07-29,M-002,Mugs item 2,Mugs,12.42,63
2024-08-05,M-002,Mugs item 2,Mugs,12.42,103
2024-08-12,M-002,Mugs item 2,Mugs,12.42,102
2024-08-19,M-002,Mugs item 2,Mugs,12.42,69
2024-08-26,M-002,Mugs item 2,Mugs,12.42,91
2024-09-02,M-002,Mugs item 2,Mugs,12.42,82
2024-09-09,M-002,Mugs item 2,Mugs,14.68,49
2024-09-16,M-002,Mugs item 2,Mugs,14.68,53
2024-09-23,M-002,Mugs item 2,Mugs,14.68,47
2024-09-30,M-002,Mugs item 2,Mugs,14.68,57
2024-10-07,M-002,Mugs item 2,Mugs,14.68,66
2024-10-14,M-002,Mugs item 2,Mugs,14.68,62
2024-10-21,M-002,Mugs item 2,Mugs,14.68,65
2024-10-28,M-002,Mugs item 2,Mugs,14.68,59
2024-11-04,M-002,Mugs item 2,Mugs,12.42,86
2024-11-11,M-002,Mugs item 2,Mugs,15.54,40
2024-11-18,M-002,Mugs item 2,Mugs,15.54,38
2024-11-25,M-002,Mugs item 2,Mugs,15.54,52
2024-12-02,M-002,Mugs item 2,Mugs,15.54,47
2024-12-09,M-002,Mugs item 2,Mugs,15.54,65
2024-12-16,M-002,Mugs item 2,Mugs,15.54,52
2024-12-23,M-002,Mugs item 2,Mugs,15.54,55
2024-01-01,M-003,Mugs item 3,Mugs,24.56,29
2024-01-08,M-003,Mugs item 3,Mugs,27.72,19
2024-01-15,M-003,Mugs item 3,Mugs,27.72,25
2024-01-22,M-003,Mugs item 3,Mugs,27.72,27
2024-01-29,M-003,Mugs item 3,Mugs,27.72,23
2024-02-05,M-003,Mugs item 3,Mugs,27.72,33
2024-02-12,M-003,Mugs item 3,Mugs,27.72,23
2024-02-19,M-003,Mugs item 3,Mugs,23.73,34
2024-02-26,M-003,Mugs item 3,Mugs,23.94,29
2024-03-04,M-003,Mugs item 3,Mugs,23.90,29
2024-03-11,M-003,Mugs item 3,Mugs,27.72,23
2024-03-18,M-003,Mugs item 3,Mugs,27.72,30
2024-03-25,M-003,Mugs item 3,Mugs,27.72,18
2024-04-01,M-003,Mugs item 3,Mugs,27.72,22
2024-04-08,M-003,Mugs item 3,Mugs,22.13,40
2024-04-15,M-003,Mugs item 3,Mugs,24.65,43
2024-04-22,M-003,Mugs item 3,Mugs,27.72,18
2024-04-29,M-003,Mugs item 3,Mugs,27.72,26
2024-05-06,M-003,Mugs item 3,Mugs,27.72,10
2024-05-13,M-003,Mugs item 3,Mugs,27.72,18
2024-05-20,M-003,Mugs item 3,Mugs,27.72,25
2024-05-27,M-003,Mugs item 3,Mugs,23.25,34
2024-06-03,M-003,Mugs item 3,Mugs,27.72,30
2024-06-10,M-003,Mugs item 3,Mugs,27.72,28
2024-06-17,M-003,Mugs item 3,Mugs,27.72,31
2024-06-24,M-003,Mugs item 3,Mugs,22.78,30
2024-07-01,M-003,Mugs item 3,Mugs,20.37,48
2024-07-08,M-003,Mugs item 3,Mugs,27.72,26
2024-07-15,M-003,Mugs item 3,Mugs,22.75,26
2024-07-22,M-003,Mugs item 3,Mugs,27.72,26
2024-07-29,M-003,Mugs item 3,Mugs,27.72,24
2024-08-05,M-003,Mugs item 3,Mugs,27.72,28
2024-08-12,M-003,Mugs item 3,Mugs,20.61,23
2024-08-19,M-003,Mugs item 3,Mugs,27.72,28
2024-08-26,M-003,Mugs item 3,Mugs,27.72,30
2024-09-02,M-003,Mugs item 3,Mugs,27.72,34
2024-09-09,M-003,Mugs item 3,Mugs,27.72,26
2024-09-16,M-003,Mugs item 3,Mugs,27.72,24
2024-09-23,M-003,Mugs item 3,Mugs,27.72,22
2024-09-30,M-003,Mugs item 3,Mugs,22.32,25
2024-10-07,M-003,Mugs item 3,Mugs,18.82,51
2024-10-14,M-003,Mugs item 3,Mugs,21.49,44
2024-10-21,M-003,Mugs item 3,Mugs,26.06,30
2024-10-28,M-003,Mugs item 3,Mugs,26.06,24
2024-11-04,M-003,Mugs item 3,Mugs,26.06,29
2024-11-11,M-003,Mugs item 3,Mugs,26.06,28
2024-11-18,M-003,Mugs item 3,Mugs,26.06,26
2024-11-25,M-003,Mugs item 3,Mugs,26.06,24
2024-12-02,M-003,Mugs item 3,Mugs,26.06,27
2024-12-09,M-003,Mugs item 3,Mugs,21.85,42
2024-12-16,M-003,Mugs item 3,Mugs,26.06,28
2024-12-23,M-003,Mugs item 3,Mugs,26.06,22
2024-01-01,M-004,Mugs item 4,Mugs,29.51,60
2024-01-08,M-004,Mugs item 4,Mugs,29.51,51
2024-01-15,M-004,Mugs item 4,Mugs,29.51,54
2024-01-22,M-004,Mugs item 4,Mugs,21.69,94
2024-01-29,M-004,Mugs item 4,Mugs,29.51,44
2024-02-05,M-004,Mugs item 4,Mugs,29.51,39
2024-02-12,M-004,Mugs item 4,Mugs,29.51,41
2024-02-19,M-004,Mugs item 4,Mugs,29.51,54
2024-02-26,M-004,Mugs item 4,Mugs,29.51,48
2024-03-04,M-004,Mugs item 4,Mugs,29.51,53
2024-03-11,M-004,Mugs item 4,Mugs,29.51,54
2024-03-18,M-004,Mugs item 4,Mugs,29.51,49
2024-03-25,M-004,Mugs item 4,Mugs,29.51,61
2024-04-01,M-004,Mugs item 4,Mugs,21.33,82
2024-04-08,M-004,Mugs item 4,Mugs,27.88,73
2024-04-15,M-004,Mugs item 4,Mugs,21.17,92
2024-04-22,M-004,Mugs item 4,Mugs,27.88,58
2024-04-29,M-004,Mugs item 4,Mugs,27.88,66
2024-05-06,M-004,Mugs item 4,Mugs,21.92,85
2024-05-13,M-004,Mugs item 4,Mugs,20.06,122
2024-05-20,M-004,Mugs item 4,Mugs,26.58,54
2024-05-27,M-004,Mugs item 4,Mugs,21.24,65
2024-06-03,M-004,Mugs item 4,Mugs,26.58,47
2024-06-10,M-004,Mugs item 4,Mugs,26.58,52
2024-06-17,M-004,Mugs item 4,Mugs,26.58,47
2024-06-24,M-004,Mugs item 4,Mugs,26.58,48
2024-07-01,M-004,Mugs item 4,Mugs,26.58,58
2024-07-08,M-004,Mugs item 4,Mugs,20.39,95
2024-07-15,M-004,Mugs item 4,Mugs,21.06,78
2024-07-22,M-004,Mugs item 4,Mugs,26.58,55
2024-07-29,M-004,Mugs item 4,Mugs,26.58,70
2024-08-05,M-004,Mugs item 4,Mugs,26.58,51
2024-08-12,M-004,Mugs item 4,Mugs,26.58,62
2024-08-19,M-004,Mugs item 4,Mugs,26.58,61
2024-08-26,M-004,Mugs item 4,Mugs,26.58,78
2024-09-02,M-004,Mugs item 4,Mugs,22.13,71
2024-09-09,M-004,Mugs item 4,Mugs,26.58,58
2024-09-16,M-004,Mugs item 4,Mugs,26.58,45
2024-09-23,M-004,Mugs item 4,Mugs,20.26,108
2024-09-30,M-004,Mugs item 4,Mugs,26.58,61
2024-10-07,M-004,Mugs item 4,Mugs,26.58,43
2024-10-14,M-004,Mugs item 4,Mugs,26.58,61
2024-10-21,M-004,Mugs item 4,Mugs,21.87,68
2024-10-28,M-004,Mugs item 4,Mugs,24.47,74
2024-11-04,M-004,Mugs item 4,Mugs,21.26,64
2024-11-11,M-004,Mugs item 4,Mugs,24.47,51
2024-11-18,M-004,Mugs item 4,Mugs,24.47,76
2024-11-25,M-004,Mugs item 4,Mugs,24.47,61
2024-12-02,M-004,Mugs item 4,Mugs,24.47,75
2024-12-09,M-004,Mugs item 4,Mugs,24.47,75
2024-12-16,M-004,Mugs item 4,Mugs,24.47,56
2024-12-23,M-004,Mugs item 4,Mugs,21.70,80
2024-01-01,M-005,Mugs item 5,Mugs,7.07,80
2024-01-08,M-005,Mugs item 5,Mugs,7.07,72
2024-01-15,M-005,Mugs item 5,Mugs,6.96,68
2024-01-22,M-005,Mugs item 5,Mugs,6.96,86
2024-01-29,M-005,Mugs item 5,Mugs,6.96,72
2024-02-05,M-005,Mugs item 5,Mugs,6.96,68
2024-02-12,M-005,Mugs item 5,Mugs,6.96,68
2024-02-19,M-005,Mugs item 5,Mugs,6.96,71
2024-02-26,M-005,Mugs item 5,Mugs,6.96,62
2024-03-04,M-005,Mugs item 5,Mugs,6.96,86
2024-03-11,M-005,Mugs item 5,Mugs,5.22,138
2024-03-18,M-005,Mugs item 5,Mugs,6.96,68
2024-03-25,M-005,Mugs item 5,Mugs,6.96,90
2024-04-01,M-005,Mugs item 5,Mugs,6.96,90
2024-04-08,M-005,Mugs item 5,Mugs,6.96,65
2024-04-15,M-005,Mugs item 5,Mugs,6.96,88
2024-04-22,M-005,Mugs item 5,Mugs,6.96,82
2024-04-29,M-005,Mugs item 5,Mugs,6.96,82
2024-05-06,M-005,Mugs item 5,Mugs,6.96,91
2024-05-13,M-005,Mugs item 5,Mugs,6.96,83
2024-05-20,M-005,Mugs item 5,Mugs,6.96,66
2024-05-27,M-005,Mugs item 5,Mugs,6.11,100
2024-06-03,M-005,Mugs item 5,Mugs,7.91,72
2024-06-10,M-005,Mugs item 5,Mugs,7.91,64
2024-06-17,M-005,Mugs item 5,Mugs,7.91,57
2024-06-24,M-005,Mugs item 5,Mugs,7.91,72
2024-07-01,M-005,Mugs item 5,Mugs,7.91,67
2024-07-08,M-005,Mugs item 5,Mugs,7.91,52
2024-07-15,M-005,Mugs item 5,Mugs,7.91,61
2024-07-22,M-005,Mugs item 5,Mugs,7.91,74
2024-07-29,M-005,Mugs item 5,Mugs,7.91,65
2024-08-05,M-005,Mugs item 5,Mugs,6.45,98
2024-08-12,M-005,Mugs item 5,Mugs,5.93,104
2024-08-19,M-005,Mugs item 5,Mugs,7.91,58
2024-08-26,M-005,Mugs item 5,Mugs,7.91,80
2024-09-02,M-005,Mugs item 5,Mugs,7.91,60
2024-09-09,M-005,Mugs item 5,Mugs,7.91,47
2024-09-16,M-005,Mugs item 5,Mugs,7.91,68
2024-09-23,M-005,Mugs item 5,Mugs,7.91,80
2024-09-30,M-005,Mugs item 5,Mugs,7.91,56
2024-10-07,M-005,Mugs item 5,Mugs,7.91,60
2024-10-14,M-005,Mugs item 5,Mugs,7.91,61
2024-10-21,M-005,Mugs item 5,Mugs,7.91,63
2024-10-28,M-005,Mugs item 5,Mugs,7.91,79
2024-11-04,M-005,Mugs item 5,Mugs,5.90,78
2024-11-11,M-005,Mugs item 5,Mugs,6.21,107
2024-11-18,M-005,Mugs item 5,Mugs,6.76,62
2024-11-25,M-005,Mugs item 5,Mugs,7.91,64
2024-12-02,M-005,Mugs item 5,Mugs,7.91,71
2024-12-09,M-005,Mugs item 5,Mugs,6.41,96
2024-12-16,M-005,Mugs item 5,Mugs,7.91,55
2024-12-23,M-005,Mugs item 5,Mugs,7.91,65
2024-01-01,M-006,Mugs item 6,Mugs,21.75,22
2024-01-08,M-006,Mugs item 6,Mugs,21.75,25
2024-01-15,M-006,Mugs item 6,Mugs,21.75,27
2024-01-22,M-006,Mugs item 6,Mugs,21.75,24
2024-01-29,M-006,Mugs item 6,Mugs,21.75,23
2024-02-05,M-006,Mugs item 6,Mugs,20.65,27
2024-02-12,M-006,Mugs item 6,Mugs,20.65,25
2024-02-19,M-006,Mugs item 6,Mugs,20.65,37
2024-02-26,M-006,Mugs item 6,Mugs,20.65,26
2024-03-04,M-006,Mugs item 6,Mugs,20.65,31
2024-03-11,M-006,Mugs item 6,Mugs,20.65,35
2024-03-18,M-006,Mugs item 6,Mugs,14.61,47
2024-03-25,M-006,Mugs item 6,Mugs,17.25,34
2024-04-01,M-006,Mugs item 6,Mugs,17.15,32
2024-04-08,M-006,Mugs item 6,Mugs,16.52,39
2024-04-15,M-006,Mugs item 6,Mugs,17.08,34
2024-04-22,M-006,Mugs item 6,Mugs,20.65,19
2024-04-29,M-006,Mugs item 6,Mugs,20.65,20
2024-05-06,M-006,Mugs item 6,Mugs,20.65,43
2024-05-13,M-006,Mugs item 6,Mugs,20.54,26
2024-05-20,M-006,Mugs item 6,Mugs,20.54,29
2024-05-27,M-006,Mugs item 6,Mugs,20.54,29
2024-06-03,M-006,Mugs item 6,Mugs,20.54,26
2024-06-10,M-006,Mugs item 6,Mugs,15.99,37
2024-06-17,M-006,Mugs item 6,Mugs,20.54,27
2024-06-24,M-006,Mugs item 6,Mugs,20.54,23
2024-07-01,M-006,Mugs item 6,Mugs,20.54,35
2024-07-08,M-006,Mugs item 6,Mugs,20.54,35
2024-07-15,M-006,Mugs item 6,Mugs,20.54,37
2024-07-22,M-006,Mugs item 6,Mugs,20.54,36
2024-07-29,M-006,Mugs item 6,Mugs,20.54,25
2024-08-05,M-006,Mugs item 6,Mugs,20.54,20
2024-08-12,M-006,Mugs item 6,Mugs,20.54,29
2024-08-19,M-006,Mugs item 6,Mugs,20.54,33
2024-08-26,M-006,Mugs item 6,Mugs,20.54,33
2024-09-02,M-006,Mugs item 6,Mugs,16.49,45
2024-09-09,M-006,Mugs item 6,Mugs,20.54,31
2024-09-16,M-006,Mugs item 6,Mugs,16.84,43
2024-09-23,M-006,Mugs item 6,Mugs,20.54,25
2024-09-30,M-006,Mugs item 6,Mugs,20.54,17
2024-10-07,M-006,Mugs item 6,Mugs,20.54,20
2024-10-14,M-006,Mugs item 6,Mugs,20.54,27
2024-10-21,M-006,Mugs item 6,Mugs,20.54,18
2024-10-28,M-006,Mugs item 6,Mugs,20.54,25
2024-11-04,M-006,Mugs item 6,Mugs,20.54,23
2024-11-11,M-006,Mugs item 6,Mugs,20.54,21
2024-11-18,M-006,Mugs item 6,Mugs,18.13,35
2024-11-25,M-006,Mugs item 6,Mugs,20.54,37
2024-12-02,M-006,Mugs item 6,Mugs,16.93,38
2024-12-09,M-006,Mugs item 6,Mugs,20.76,23
2024-12-16,M-006,Mugs item 6,Mugs,20.76,26
2024-12-23,M-006,Mugs item 6,Mugs,20.76,15
2024-01-01,M-007,Mugs item 7,Mugs,16.24,35
2024-01-08,M-007,Mugs item 7,Mugs,16.24,18
2024-01-15,M-007,Mugs item 7,Mugs,16.24,29
2024-01-22,M-007,Mugs item 7,Mugs,16.24,38
2024-01-29,M-007,Mugs item 7,Mugs,16.24,21
2024-02-05,M-007,Mugs item 7,Mugs,16.24,32
2024-02-12,M-007,Mugs item 7,Mugs,16.24,19
2024-02-19,M-007,Mugs item 7,Mugs,16.24,30
2024-02-26,M-007,Mugs item 7,Mugs,16.24,14
2024-03-04,M-007,Mugs item 7,Mugs,16.24,38
2024-03-11,M-007,Mugs item 7,Mugs,13.22,43
2024-03-18,M-007,Mugs item 7,Mugs,16.24,35
2024-03-25,M-007,Mugs item 7,Mugs,16.24,24
2024-04-01,M-007,Mugs item 7,Mugs,16.24,34
2024-04-08,M-007,Mugs item 7,Mugs,16.24,25
2024-04-15,M-007,Mugs item 7,Mugs,16.24,26
