Date,Item Code,Item Name,Department,Price,Qty
2024-03-25,SO-016,Single Origin item 16,Single Origin,31.99,64
2024-03-27,SO-016,Single Origin item 16,Single Origin,31.99,63
2024-04-01,SO-016,Single Origin item 16,Single Origin,31.99,128
2024-04-08,SO-016,Single Origin item 16,Single Origin,31.99,105
2024-04-15,SO-016,Single Origin item 16,Single Origin,31.99,35
2024-04-17,SO-016,Single Origin item 16,Single Origin,31.99,34
2024-04-19,SO-016,Single Origin item 16,Single Origin,31.99,34
2024-04-22,SO-016,Single Origin item 16,Single Origin,31.99,79
2024-04-29,SO-016,Single Origin item 16,Single Origin,31.99,62
2024-05-01,SO-016,Single Origin item 16,Single Origin,31.99,62
2024-05-06,SO-016,Single Origin item 16,Single Origin,31.99,124
2024-05-13,SO-016,Single Origin item 16,Single Origin,31.99,132
2024-05-20,SO-016,Single Origin item 16,Single Origin,31.99,67
2024-05-22,SO-016,Single Origin item 16,Single Origin,31.99,67
2024-05-27,SO-016,Single Origin item 16,Single Origin,31.99,116
2024-06-03,SO-016,Single Origin item 16,Single Origin,31.99,73
2024-06-05,SO-016,Single Origin item 16,Single Origin,31.99,73
2024-06-10,SO-016,Single Origin item 16,Single Origin,31.99,152
2024-06-17,SO-016,Single Origin item 16,Single Origin,22.98,63
2024-06-19,SO-016,Single Origin item 16,Single Origin,22.98,62
2024-06-24,SO-016,Single Origin item 16,Single Origin,31.99,30
2024-06-26,SO-016,Single Origin item 16,Single Origin,31.99,30
2024-06-28,SO-016,Single Origin item 16,Single Origin,31.99,29
2024-07-01,SO-016,Single Origin item 16,Single Origin,31.99,134
2024-07-08,SO-016,Single Origin item 16,Single Origin,25.31,71
2024-07-10,SO-016,Single Origin item 16,Single Origin,25.31,71
2024-07-15,SO-016,Single Origin item 16,Single Origin,26.90,60
2024-07-17,SO-016,Single Origin item 16,Single Origin,26.90,59
2024-07-22,SO-016,Single Origin item 16,Single Origin,31.99,35
2024-07-24,SO-016,Single Origin item 16,Single Origin,31.99,34
2024-07-26,SO-016,Single Origin item 16,Single Origin,31.99,34
2024-07-29,SO-016,Single Origin item 16,Single Origin,28.44,41
2024-07-31,SO-016,Single Origin item 16,Single Origin,28.44,40
2024-08-02,SO-016,Single Origin item 16,Single Origin,28.44,40
2024-08-05,SO-016,Single Origin item 16,Single Origin,31.99,131
2024-08-12,SO-016,Single Origin item 16,Single Origin,26.19,38
2024-08-14,SO-016,Single Origin item 16,Single Origin,26.19,37
2024-08-16,SO-016,Single Origin item 16,Single Origin,26.19,37
2024-08-19,SO-016,Single Origin item 16,Single Origin,34.51,38
2024-08-21,SO-016,Single Origin item 16,Single Origin,34.51,38
2024-08-23,SO-016,Single Origin item 16,Single Origin,34.51,38
2024-08-26,SO-016,Single Origin item 16,Single Origin,34.51,52
2024-08-28,SO-016,Single Origin item 16,Single Origin,34.51,52
2024-08-30,SO-016,Single Origin item 16,Single Origin,34.51,52
2024-09-02,SO-016,Single Origin item 16,Single Origin,34.51,38
2024-09-04,SO-016,Single Origin item 16,Single Origin,34.51,37
2024-09-06,SO-016,Single Origin item 16,Single Origin,34.51,37
2024-09-09,SO-016,Single Origin item 16,Single Origin,34.51,44
2024-09-11,SO-016,Single Origin item 16,Single Origin,34.51,43
2024-09-13,SO-016,Single Origin item 16,Single Origin,34.51,43
2024-09-16,SO-016,Single Origin item 16,Single Origin,34.51,135
2024-09-23,SO-016,Single Origin item 16,Single Origin,34.51,155
2024-09-30,SO-016,Single Origin item 16,Single Origin,34.51,133
2024-10-07,SO-016,Single Origin item 16,Single Origin,34.51,131
2024-10-14,SO-016,Single Origin item 16,Single Origin,28.01,77
2024-10-16,SO-016,Single Origin item 16,Single Origin,28.01,76
2024-10-21,SO-016,Single Origin item 16,Single Origin,34.51,43
2024-10-23,SO-016,Single Origin item 16,Single Origin,34.51,42
2024-10-25,SO-016,Single Origin item 16,Single Origin,34.51,42
2024-10-28,SO-016,Single Origin item 16,Single Origin,34.51,50
2024-10-30,SO-016,Single Origin item 16,Single Origin,34.51,49
2024-11-01,SO-016,Single Origin item 16,Single Origin,34.51,49
2024-11-04,SO-016,Single Origin item 16,Single Origin,24.84,69
2024-11-06,SO-016,Single Origin item 16,Single Origin,24.84,68
2024-11-11,SO-016,Single Origin item 16,Single Origin,34.54,147
2024-11-18,SO-016,Single Origin item 16,Single Origin,34.54,41
2024-11-20,SO-016,Single Origin item 16,Single Origin,34.54,41
2024-11-22,SO-016,Single Origin item 16,Single Origin,34.54,40
2024-11-25,SO-016,Single Origin item 16,Single Origin,27.83,114
2024-12-02,SO-016,Single Origin item 16,Single Origin,34.54,27
2024-12-04,SO-016,Single Origin item 16,Single Origin,34.54,27
2024-12-06,SO-016,Single Origin item 16,Single Origin,34.54,27
2024-12-09,SO-016,Single Origin item 16,Single Origin,24.22,50
2024-12-11,SO-016,Single Origin item 16,Single Origin,24.22,50
2024-12-13,SO-016,Single Origin item 16,Single Origin,24.22,49
2024-12-16,SO-016,Single Origin item 16,Single Origin,34.54,59
2024-12-18,SO-016,Single Origin item 16,Single Origin,34.54,58
2024-12-23,SO-016,Single Origin item 16,Single Origin,34.54,40
2024-12-25,SO-016,Single Origin item 16,Single Origin,34.54,39
2024-12-27,SO-016,Single Origin item 16,Single Origin,34.54,39
2024-01-01,SO-017,Single Origin item 17,Single Origin,12.19,18
2024-01-03,SO-017,Single Origin item 17,Single Origin,12.19,18
2024-01-05,SO-017,Single Origin item 17,Single Origin,12.19,18
2024-01-08,SO-017,Single Origin item 17,Single Origin,12.19,20
2024-01-10,SO-017,Single Origin item 17,Single Origin,12.19,19
2024-01-15,SO-017,Single Origin item 17,Single Origin,12.19,36
2024-01-17,SO-017,Single Origin item 17,Single Origin,12.19,36
2024-01-22,SO-017,Single Origin item 17,Single Origin,12.19,55
2024-01-29,SO-017,Single Origin item 17,Single Origin,12.19,31
2024-01-31,SO-017,Single Origin item 17,Single Origin,12.19,30
2024-02-05,SO-017,Single Origin item 17,Single Origin,12.19,19
2024-02-07,SO-017,Single Origin item 17,Single Origin,12.19,19
2024-02-09,SO-017,Single Origin item 17,Single Origin,12.19,19
2024-02-12,SO-017,Single Origin item 17,Single Origin,9.50,26
2024-02-14,SO-017,Single Origin item 17,Single Origin,9.50,26
2024-02-16,SO-017,Single Origin item 17,Single Origin,9.50,25
2024-02-19,SO-017,Single Origin item 17,Single Origin,12.19,24
2024-02-21,SO-017,Single Origin item 17,Single Origin,12.19,24
2024-02-26,SO-017,Single Origin item 17,Single Origin,12.19,69
2024-03-04,SO-017,Single Origin item 17,Single Origin,12.19,15
2024-03-06,SO-017,Single Origin item 17,Single Origin,12.19,14
2024-03-08,SO-017,Single Origin item 17,Single Origin,12.19,14
2024-03-11,SO-017,Single Origin item 17,Single Origin,12.19,20
2024-03-13,SO-017,Single Origin item 17,Single Origin,12.19,19
2024-03-15,SO-017,Single Origin item 17,Single Origin,12.19,19
2024-03-18,SO-017,Single Origin item 17,Single Origin,12.19,19
2024-03-20,SO-017,Single Origin item 17,Single Origin,12.19,19
2024-03-22,SO-017,Single Origin item 17,Single Origin,12.19,19
2024-03-25,SO-017,Single Origin item 17,Single Origin,10.55,31
2024-03-27,SO-017,Single Origin item 17,Single Origin,10.55,30
2024-04-01,SO-017,Single Origin item 17,Single Origin,12.19,48
2024-04-08,SO-017,Single Origin item 17,Single Origin,12.19,23
2024-04-10,SO-017,Single Origin item 17,Single Origin,12.19,22
2024-04-12,SO-017,Single Origin item 17,Single Origin,12.19,22
2024-04-15,SO-017,Single Origin item 17,Single Origin,12.19,26
2024-04-17,SO-017,Single Origin item 17,Single Origin,12.19,26
2024-04-22,SO-017,Single Origin item 17,Single Origin,12.19,23
2024-04-24,SO-017,Single Origin item 17,Single Origin,12.19,22
2024-04-29,SO-017,Single Origin item 17,Single Origin,12.19,31
2024-05-01,SO-017,Single Origin item 17,Single Origin,12.19,31
2024-05-06,SO-017,Single Origin item 17,Single Origin,12.19,56
2024-05-13,SO-017,Single Origin item 17,Single Origin,12.19,33
2024-05-15,SO-017,Single Origin item 17,Single Origin,12.19,32
2024-05-20,SO-017,Single Origin item 17,Single Origin,12.19,58
2024-05-27,SO-017,Single Origin item 17,Single Origin,12.19,23
2024-05-29,SO-017,Single Origin item 17,Single Origin,12.19,22
2024-06-03,SO-017,Single Origin item 17,Single Origin,12.19,20
2024-06-05,SO-017,Single Origin item 17,Single Origin,12.19,20
2024-06-07,SO-017,Single Origin item 17,Single Origin,12.19,20
2024-06-10,SO-017,Single Origin item 17,Single Origin,12.19,19
2024-06-12,SO-017,Single Origin item 17,Single Origin,12.19,19
2024-06-14,SO-017,Single Origin item 17,Single Origin,12.19,19
2024-06-17,SO-017,Single Origin item 17,Single Origin,12.19,18
2024-06-19,SO-017,Single Origin item 17,Single Origin,12.19,18
2024-06-21,SO-017,Single Origin item 17,Single Origin,12.19,17
2024-06-24,SO-017,Single Origin item 17,Single Origin,10.66,33
2024-06-26,SO-017,Single Origin item 17,Single Origin,10.66,33
2024-07-01,SO-017,Single Origin item 17,Single Origin,12.19,45
2024-07-08,SO-017,Single Origin item 17,Single Origin,12.19,62
2024-07-15,SO-017,Single Origin item 17,Single Origin,12.19,87
2024-07-22,SO-017,Single Origin item 17,Single Origin,12.19,50
2024-07-29,SO-017,Single Origin item 17,Single Origin,12.19,68
2024-08-05,SO-017,Single Origin item 17,Single Origin,12.19,39
2024-08-12,SO-017,Single Origin item 17,Single Origin,12.19,59
2024-08-19,SO-017,Single Origin item 17,Single Origin,12.19,16
2024-08-21,SO-017,Single Origin item 17,Single Origin,12.19,16
2024-08-23,SO-017,Single Origin item 17,Single Origin,12.19,16
2024-08-26,SO-017,Single Origin item 17,Single Origin,12.19,18
2024-08-28,SO-017,Single Origin item 17,Single Origin,12.19,17
2024-08-30,SO-017,Single Origin item 17,Single Origin,12.19,17
2024-09-02,SO-017,Single Origin item 17,Single Origin,12.19,26
2024-09-04,SO-017,Single Origin item 17,Single Origin,12.19,25
2024-09-09,SO-017,Single Origin item 17,Single Origin,12.19,63
2024-09-16,SO-017,Single Origin item 17,Single Origin,11.92,29
2024-09-18,SO-017,Single Origin item 17,Single Origin,11.92,29
2024-09-23,SO-017,Single Origin item 17,Single Origin,11.92,13
2024-09-25,SO-017,Single Origin item 17,Single Origin,11.92,13
2024-09-27,SO-017,Single Origin item 17,Single Origin,11.92,13
2024-09-30,SO-017,Single Origin item 17,Single Origin,11.92,16
2024-10-02,SO-017,Single Origin item 17,Single Origin,11.92,16
2024-10-04,SO-017,Single Origin item 17,Single Origin,11.92,16
2024-10-07,SO-017,Single Origin item 17,Single Origin,11.92,25
2024-10-09,SO-017,Single Origin item 17,Single Origin,11.92,24
2024-10-11,SO-017,Single Origin item 17,Single Origin,11.92,24
2024-10-14,SO-017,Single Origin item 17,Single Origin,10.78,57
2024-10-21,SO-017,Single Origin item 17,Single Origin,10.78,30
2024-10-23,SO-017,Single Origin item 17,Single Origin,10.78,30
2024-10-28,SO-017,Single Origin item 17,Single Origin,10.78,32
2024-10-30,SO-017,Single Origin item 17,Single Origin,10.78,32
2024-11-04,SO-017,Single Origin item 17,Single Origin,9.35,24
2024-11-06,SO-017,Single Origin item 17,Single Origin,9.35,24
2024-11-11,SO-017,Single Origin item 17,Single Origin,10.78,19
2024-11-13,SO-017,Single Origin item 17,Single Origin,10.78,19
2024-11-15,SO-017,Single Origin item 17,Single Origin,10.78,19
2024-11-18,SO-017,Single Origin item 17,Single Origin,10.78,49
2024-11-25,SO-017,Single Origin item 17,Single Origin,10.78,69
2024-12-02,SO-017,Single Origin item 17,Single Origin,10.78,23
2024-12-04,SO-017,Single Origin item 17,Single Origin,10.78,23
2024-12-06,SO-017,Single Origin item 17,Single Origin,10.78,23
2024-12-09,SO-017,Single Origin item 17,Single Origin,11.74,23
2024-12-11,SO-017,Single Origin item 17,Single Origin,11.74,22
2024-12-13,SO-017,Single Origin item 17,Single Origin,11.74,22
2024-12-16,SO-017,Single Origin item 17,Single Origin,11.74,32
2024-12-18,SO-017,Single Origin item 17,Single Origin,11.74,31
2024-12-23,SO-017,Single Origin item 17,Single Origin,11.74,62
2024-01-01,SO-018,Single Origin item 18,Single Origin,16.46,12
2024-01-03,SO-018,Single Origin item 18,Single Origin,16.46,11
2024-01-05,SO-018,Single Origin item 18,Single Origin,16.46,11
2024-01-08,SO-018,Single Origin item 18,Single Origin,16.46,9
2024-01-10,SO-018,Single Origin item 18,Single Origin,16.46,8
2024-01-12,SO-018,Single Origin item 18,Single Origin,16.46,8
2024-01-15,SO-018,Single Origin item 18,Single Origin,16.46,16
2024-01-17,SO-018,Single Origin item 18,Single Origin,16.46,16
2024-01-22,SO-018,Single Origin item 18,Single Origin,14.67,19
2024-01-24,SO-018,Single Origin item 18,Single Origin,14.67,19
2024-01-29,SO-018,Single Origin item 18,Single Origin,16.46,36
2024-02-05,SO-018,Single Origin item 18,Single Origin,16.46,11
2024-02-07,SO-018,Single Origin item 18,Single Origin,16.46,11
2024-02-09,SO-018,Single Origin item 18,Single Origin,16.46,10
2024-02-12,SO-018,Single Origin item 18,Single Origin,17.15,19
2024-02-14,SO-018,Single Origin item 18,Single Origin,17.15,18
2024-02-19,SO-018,Single Origin item 18,Single Origin,17.15,17
2024-02-21,SO-018,Single Origin item 18,Single Origin,17.15,17
2024-02-23,SO-018,Single Origin item 18,Single Origin,17.15,17
2024-02-26,SO-018,Single Origin item 18,Single Origin,17.15,41
2024-03-04,SO-018,Single Origin item 18,Single Origin,17.15,22
2024-03-06,SO-018,Single Origin item 18,Single Origin,17.15,22
2024-03-11,SO-018,Single Origin item 18,Single Origin,17.15,19
2024-03-13,SO-018,Single Origin item 18,Single Origin,17.15,19
2024-03-18,SO-018,Single Origin item 18,Single Origin,17.15,30
2024-03-25,SO-018,Single Origin item 18,Single Origin,17.15,43
2024-04-01,SO-018,Single Origin item 18,Single Origin,17.15,21
2024-04-03,SO-018,Single Origin item 18,Single Origin,17.15,21
2024-04-08,SO-018,Single Origin item 18,Single Origin,17.15,14
2024-04-10,SO-018,Single Origin item 18,Single Origin,17.15,14
2024-04-12,SO-018,Single Origin item 18,Single Origin,17.15,13
2024-04-15,SO-018,Single Origin item 18,Single Origin,17.15,44
2024-04-22,SO-018,Single Origin item 18,Single Origin,17.15,10
2024-04-24,SO-018,Single Origin item 18,Single Origin,17.15,9
2024-04-26,SO-018,Single Origin item 18,Single Origin,17.15,9
2024-04-29,SO-018,Single Origin item 18,Single Origin,14.10,31
2024-05-06,SO-018,Single Origin item 18,Single Origin,13.45,44
2024-05-13,SO-018,Single Origin item 18,Single Origin,17.15,13
2024-05-15,SO-018,Single Origin item 18,Single Origin,17.15,12
2024-05-20,SO-018,Single Origin item 18,Single Origin,17.15,10
2024-05-22,SO-018,Single Origin item 18,Single Origin,17.15,10
2024-05-24,SO-018,Single Origin item 18,Single Origin,17.15,9
2024-05-27,SO-018,Single Origin item 18,Single Origin,17.15,11
2024-05-29,SO-018,Single Origin item 18,Single Origin,17.15,10
2024-05-31,SO-018,Single Origin item 18,Single Origin,17.15,10
2024-06-03,SO-018,Single Origin item 18,Single Origin,17.15,13
2024-06-05,SO-018,Single Origin item 18,Single Origin,17.15,13
2024-06-07,SO-018,Single Origin item 18,Single Origin,17.15,13
2024-06-10,SO-018,Single Origin item 18,Single Origin,17.15,41
2024-06-17,SO-018,Single Origin item 18,Single Origin,17.15,13
2024-06-19,SO-018,Single Origin item 18,Single Origin,17.15,13
2024-06-21,SO-018,Single Origin item 18,Single Origin,17.15,12
2024-06-24,SO-018,Single Origin item 18,Single Origin,17.15,18
2024-06-26,SO-018,Single Origin item 18,Single Origin,17.15,18
2024-07-01,SO-018,Single Origin item 18,Single Origin,17.15,14
2024-07-03,SO-018,Single Origin item 18,Single Origin,17.15,13
2024-07-08,SO-018,Single Origin item 18,Single Origin,17.15,40
2024-07-15,SO-018,Single Origin item 18,Single Origin,17.15,17
2024-07-17,SO-018,Single Origin item 18,Single Origin,17.15,16
2024-07-22,SO-018,Single Origin item 18,Single Origin,15.20,38
2024-07-29,SO-018,Single Origin item 18,Single Origin,17.15,26
2024-08-05,SO-018,Single Origin item 18,Single Origin,17.15,32
2024-08-12,SO-018,Single Origin item 18,Single Origin,17.15,15
2024-08-14,SO-018,Single Origin item 18,Single Origin,17.15,15
2024-08-16,SO-018,Single Origin item 18,Single Origin,17.15,14
2024-08-19,SO-018,Single Origin item 18,Single Origin,17.15,15
2024-08-21,SO-018,Single Origin item 18,Single Origin,17.15,14
2024-08-26,SO-018,Single Origin item 18,Single Origin,12.26,19
2024-08-28,SO-018,Single Origin item 18,Single Origin,12.26,19
2024-08-30,SO-018,Single Origin item 18,Single Origin,12.26,19
2024-09-02,SO-018,Single Origin item 18,Single Origin,19.65,22
2024-09-09,SO-018,Single Origin item 18,Single Origin,19.65,13
2024-09-11,SO-018,Single Origin item 18,Single Origin,19.65,13
2024-09-13,SO-018,Single Origin item 18,Single Origin,19.65,13
2024-09-16,SO-018,Single Origin item 18,Single Origin,19.65,15
2024-09-18,SO-018,Single Origin item 18,Single Origin,19.65,15
2024-09-23,SO-018,Single Origin item 18,Single Origin,19.65,23
2024-09-25,SO-018,Single Origin item 18,Single Origin,19.65,22
2024-09-30,SO-018,Single Origin item 18,Single Origin,19.65,16
2024-10-02,SO-018,Single Origin item 18,Single Origin,19.65,16
2024-10-07,SO-018,Single Origin item 18,Single Origin,19.65,13
2024-10-09,SO-018,Single Origin item 18,Single Origin,19.65,13
2024-10-11,SO-018,Single Origin item 18,Single Origin,19.65,13
2024-10-14,SO-018,Single Origin item 18,Single Origin,19.65,10
2024-10-16,SO-018,Single Origin item 18,Single Origin,19.65,10
2024-10-18,SO-018,Single Origin item 18,Single Origin,19.65,9
2024-10-21,SO-018,Single Origin item 18,Single Origin,14.14,14
2024-10-23,SO-018,Single Origin item 18,Single Origin,14.14,14
2024-10-25,SO-018,Single Origin item 18,Single Origin,14.14,13
2024-10-28,SO-018,Single Origin item 18,Single Origin,19.65,17
2024-10-30,SO-018,Single Origin item 18,Single Origin,19.65,16
2024-11-04,SO-018,Single Origin item 18,Single Origin,19.65,9
2024-11-06,SO-018,Single Origin item 18,Single Origin,19.65,8
2024-11-08,SO-018,Single Origin item 18,Single Origin,19.65,8
2024-11-11,SO-018,Single Origin item 18,Single Origin,21.09,12
2024-11-13,SO-018,Single Origin item 18,Single Origin,21.09,12
2024-11-15,SO-018,Single Origin item 18,Single Origin,21.09,12
2024-11-18,SO-018,Single Origin item 18,Single Origin,21.09,37
2024-11-25,SO-018,Single Origin item 18,Single Origin,21.09,28
2024-12-02,SO-018,Single Origin item 18,Single Origin,21.09,10
2024-12-04,SO-018,Single Origin item 18,Single Origin,21.09,10
2024-12-06,SO-018,Single Origin item 18,Single Origin,21.09,10
2024-12-09,SO-018,Single Origin item 18,Single Origin,21.09,7
2024-12-11,SO-018,Single Origin item 18,Single Origin,21.09,7
2024-12-13,SO-018,Single Origin item 18,Single Origin,21.09,6
2024-12-16,SO-018,Single Origin item 18,Single Origin,21.09,15
2024-12-18,SO-018,Single Origin item 18,Single Origin,21.09,14
2024-12-23,SO-018,Single Origin item 18,Single Origin,17.00,29
2024-01-01,B-001,Blends item 1,Blends,9.10,42
2024-01-08,B-001,Blends item 1,Blends,9.10,18
2024-01-10,B-001,Blends item 1,Blends,9.10,18
2024-01-15,B-001,Blends item 1,Blends,9.10,13
2024-01-17,B-001,Blends item 1,Blends,9.10,13
2024-01-22,B-001,Blends item 1,Blends,9.10,25
2024-01-29,B-001,Blends item 1,Blends,9.10,16
2024-01-31,B-001,Blends item 1,Blends,9.10,16
2024-02-05,B-001,Blends item 1,Blends,9.10,18
2024-02-12,B-001,Blends item 1,Blends,9.10,50
2024-02-19,B-001,Blends item 1,Blends,9.10,32
2024-02-26,B-001,Blends item 1,Blends,9.10,34
2024-03-04,B-001,Blends item 1,Blends,9.10,23
2024-03-11,B-001,Blends item 1,Blends,9.10,40
2024-03-18,B-001,Blends item 1,Blends,9.10,10
2024-03-20,B-001,Blends item 1,Blends,9.10,10
2024-03-22,B-001,Blends item 1,Blends,9.10,9
2024-03-25,B-001,Blends item 1,Blends,9.10,27
2024-04-01,B-001,Blends item 1,Blends,9.10,40
2024-04-08,B-001,Blends item 1,Blends,7.00,17
2024-04-10,B-001,Blends item 1,Blends,7.00,17
2024-04-15,B-001,Blends item 1,Blends,9.10,32
2024-04-22,B-001,Blends item 1,Blends,11.26,9
2024-04-24,B-001,Blends item 1,Blends,11.26,9
2024-04-26,B-001,Blends item 1,Blends,11.26,9
2024-04-29,B-001,Blends item 1,Blends,11.26,10
2024-05-01,B-001,Blends item 1,Blends,11.26,10
2024-05-03,B-001,Blends item 1,Blends,11.26,10
2024-05-06,B-001,Blends item 1,Blends,8.69,24
2024-05-13,B-001,Blends item 1,Blends,11.26,14
2024-05-15,B-001,Blends item 1,Blends,11.26,13
2024-05-17,B-001,Blends item 1,Blends,11.26,13
2024-05-20,B-001,Blends item 1,Blends,11.26,39
2024-05-27,B-001,Blends item 1,Blends,8.02,22
2024-05-29,B-001,Blends item 1,Blends,8.02,21
2024-06-03,B-001,Blends item 1,Blends,9.56,47
2024-06-10,B-001,Blends item 1,Blends,11.26,9
2024-06-12,B-001,Blends item 1,Blends,11.26,8
2024-06-14,B-001,Blends item 1,Blends,11.26,8
2024-06-17,B-001,Blends item 1,Blends,11.26,17
2024-06-19,B-001,Blends item 1,Blends,11.26,17
2024-06-24,B-001,Blends item 1,Blends,11.26,6
2024-06-26,B-001,Blends item 1,Blends,11.26,6
2024-06-28,B-001,Blends item 1,Blends,11.26,5
2024-07-01,B-001,Blends item 1,Blends,11.26,7
2024-07-03,B-001,Blends item 1,Blends,11.26,7
2024-07-05,B-001,Blends item 1,Blends,11.26,6
2024-07-08,B-001,Blends item 1,Blends,11.26,14
2024-07-10,B-001,Blends item 1,Blends,11.26,14
2024-07-15,B-001,Blends item 1,Blends,8.13,15
2024-07-17,B-001,Blends item 1,Blends,8.13,14
2024-07-22,B-001,Blends item 1,Blends,11.26,21
2024-07-24,B-001,Blends item 1,Blends,11.26,21
2024-07-29,B-001,Blends item 1,Blends,11.26,12
2024-07-31,B-001,Blends item 1,Blends,11.26,12
2024-08-05,B-001,Blends item 1,Blends,7.95,37
2024-08-12,B-001,Blends item 1,Blends,11.26,32
2024-08-19,B-001,Blends item 1,Blends,9.42,20
2024-08-21,B-001,Blends item 1,Blends,9.42,19
2024-08-26,B-001,Blends item 1,Blends,11.26,16
2024-08-28,B-001,Blends item 1,Blends,11.26,16
2024-09-02,B-001,Blends item 1,Blends,11.26,10
2024-09-04,B-001,Blends item 1,Blends,11.26,10
2024-09-06,B-001,Blends item 1,Blends,11.26,9
2024-09-09,B-001,Blends item 1,Blends,11.26,11
2024-09-11,B-001,Blends item 1,Blends,11.26,10
2024-09-13,B-001,Blends item 1,Blends,11.26,10
2024-09-16,B-001,Blends item 1,Blends,11.26,15
2024-09-18,B-001,Blends item 1,Blends,11.26,14
2024-09-23,B-001,Blends item 1,Blends,11.26,8
2024-09-25,B-001,Blends item 1,Blends,11.26,8
2024-09-27,B-001,Blends item 1,Blends,11.26,7
2024-09-30,B-001,Blends item 1,Blends,11.26,29
2024-10-07,B-001,Blends item 1,Blends,11.26,11
2024-10-09,B-001,Blends item 1,Blends,11.26,11
2024-10-14,B-001,Blends item 1,Blends,11.26,10
2024-10-16,B-001,Blends item 1,Blends,11.26,10
2024-10-21,B-001,Blends item 1,Blends,11.26,12
2024-10-23,B-001,Blends item 1,Blends,11.26,12
2024-10-25,B-001,Blends item 1,Blends,11.26,12
2024-10-28,B-001,Blends item 1,Blends,11.26,22
2024-11-04,B-001,Blends item 1,Blends,11.26,27
2024-11-11,B-001,Blends item 1,Blends,8.80,11
2024-11-13,B-001,Blends item 1,Blends,8.80,11
2024-11-18,B-001,Blends item 1,Blends,11.26,23
2024-11-25,B-001,Blends item 1,Blends,11.26,11
2024-11-27,B-001,Blends item 1,Blends,11.26,11
2024-11-29,B-001,Blends item 1,Blends,11.26,11
2024-12-02,B-001,Blends item 1,Blends,11.29,10
2024-12-04,B-001,Blends item 1,Blends,11.29,10
2024-12-06,B-001,Blends item 1,Blends,11.29,9
2024-12-09,B-001,Blends item 1,Blends,11.29,15
2024-12-11,B-001,Blends item 1,Blends,11.29,15
2024-12-16,B-001,Blends item 1,Blends,8.50,33
2024-12-23,B-001,Blends item 1,Blends,13.21,27
2024-01-01,B-002,Blends item 2,Blends,21.69,17
2024-01-03,B-002,Blends item 2,Blends,21.69,16
2024-01-08,B-002,Blends item 2,Blends,21.69,16
2024-01-10,B-002,Blends item 2,Blends,21.69,16
2024-01-12,B-002,Blends item 2,Blends,21.69,16
2024-01-15,B-002,Blends item 2,Blends,20.37,57
2024-01-22,B-002,Blends item 2,Blends,20.37,15
2024-01-24,B-002,Blends item 2,Blends,20.37,15
2024-01-29,B-002,Blends item 2,Blends,20.37,50
2024-02-05,B-002,Blends item 2,Blends,20.37,75
2024-02-12,B-002,Blends item 2,Blends,20.37,55
2024-02-19,B-002,Blends item 2,Blends,20.37,29
2024-02-21,B-002,Blends item 2,Blends,20.37,29
2024-02-26,B-002,Blends item 2,Blends,20.37,56
2024-03-04,B-002,Blends item 2,Blends,20.37,15
2024-03-06,B-002,Blends item 2,Blends,20.37,15
2024-03-08,B-002,Blends item 2,Blends,20.37,15
2024-03-11,B-002,Blends item 2,Blends,20.37,15
2024-03-13,B-002,Blends item 2,Blends,20.37,15
2024-03-15,B-002,Blends item 2,Blends,20.37,14
2024-03-18,B-002,Blends item 2,Blends,20.37,24
2024-03-20,B-002,Blends item 2,Blends,20.37,24
2024-03-25,B-002,Blends item 2,Blends,20.37,50
2024-04-01,B-002,Blends item 2,Blends,20.37,15
2024-04-03,B-002,Blends item 2,Blends,20.37,15
2024-04-05,B-002,Blends item 2,Blends,20.37,14
2024-04-08,B-002,Blends item 2,Blends,20.37,44
2024-04-15,B-002,Blends item 2,Blends,20.37,19
2024-04-17,B-002,Blends item 2,Blends,20.37,19
2024-04-19,B-002,Blends item 2,Blends,20.37,19
2024-04-22,B-002,Blends item 2,Blends,20.37,22
2024-04-24,B-002,Blends item 2,Blends,20.37,22
2024-04-26,B-002,Blends item 2,Blends,20.37,22
2024-04-29,B-002,Blends item 2,Blends,20.37,24
2024-05-01,B-002,Blends item 2,Blends,20.37,24
2024-05-06,B-002,Blends item 2,Blends,20.37,37
2024-05-13,B-002,Blends item 2,Blends,20.37,86
2024-05-20,B-002,Blends item 2,Blends,20.37,53
2024-05-27,B-002,Blends item 2,Blends,17.15,62
2024-06-03,B-002,Blends item 2,Blends,16.61,29
2024-06-05,B-002,Blends item 2,Blends,16.61,29
2024-06-10,B-002,Blends item 2,Blends,14.89,29
2024-06-12,B-002,Blends item 2,Blends,14.89,29
2024-06-17,B-002,Blends item 2,Blends,20.37,23
2024-06-19,B-002,Blends item 2,Blends,20.37,23
2024-06-21,B-002,Blends item 2,Blends,20.37,22
2024-06-24,B-002,Blends item 2,Blends,20.37,21
2024-06-26,B-002,Blends item 2,Blends,20.37,20
2024-06-28,B-002,Blends item 2,Blends,20.37,20
2024-07-01,B-002,Blends item 2,Blends,20.37,26
2024-07-03,B-002,Blends item 2,Blends,20.37,26
2024-07-08,B-002,Blends item 2,Blends,20.37,18
2024-07-10,B-002,Blends item 2,Blends,20.37,18
2024-07-12,B-002,Blends item 2,Blends,20.37,17
2024-07-15,B-002,Blends item 2,Blends,20.37,22
2024-07-17,B-002,Blends item 2,Blends,20.37,21
2024-07-19,B-002,Blends item 2,Blends,20.37,21
2024-07-22,B-002,Blends item 2,Blends,20.37,30
